,id
2614,1045
2615,1992
2616,6941
2617,9930
2618,3333
2619,1032
2620,5477
2621,395
2622,1852
2623,1663
2624,150
2625,3701
2626,38
2627,5123
2628,7580
2629,2328
2630,9280
2631,1069
2632,1322
2633,4390
2634,7699
2635,6041
2636,6095
2637,6722
2638,4566
2639,7431
2641,46
2642,1776
2643,4838
2644,5792
2645,9813
2646,8907
2647,8094
2648,3434
2649,8228
2650,1800
2651,4429
2652,2250
2653,463
2654,365
2655,368
2657,512
2658,2286
2659,8367
2660,8089
2661,2597
2662,4988
2663,6718
2664,3796
2665,8692
2666,5132
